,0
2019-09-11 20:00:00-04:00,0.15295730285515854
2019-09-12 20:00:00-04:00,0.16748969226142713
2019-09-15 20:00:00-04:00,0.09904920417663321
2019-09-16 20:00:00-04:00,0.0055862965029216125
2019-09-17 20:00:00-04:00,-0.020803778583311606
2019-09-18 20:00:00-04:00,-0.060132682935644305
2019-09-19 20:00:00-04:00,-0.013164050685850501
2019-09-22 20:00:00-04:00,-0.03738083328744914
2019-09-23 20:00:00-04:00,-0.05076935051930165
2019-09-24 20:00:00-04:00,-0.04766997784319916
2019-09-25 20:00:00-04:00,0.009525505174288733
2019-09-26 20:00:00-04:00,0.06388638764848331
2019-09-29 20:00:00-04:00,0.01515493132740231
2019-09-30 20:00:00-04:00,-0.00337806242546473
2019-10-01 20:00:00-04:00,-0.043551563978650974
2019-10-02 20:00:00-04:00,-0.033791756671440736
2019-10-03 20:00:00-04:00,0.05967277483233829
2019-10-06 20:00:00-04:00,0.05144196385389544
2019-10-07 20:00:00-04:00,0.12287730799130604
2019-10-08 20:00:00-04:00,0.0763127362094446
2019-10-09 20:00:00-04:00,0.04794427002382645
2019-10-10 20:00:00-04:00,-0.05744345637695656
2019-10-13 20:00:00-04:00,-0.09148722768028433
2019-10-14 20:00:00-04:00,-0.07507645249174545
2019-10-15 20:00:00-04:00,-0.055161109728331645
2019-10-16 20:00:00-04:00,-0.027267309717728182
2019-10-17 20:00:00-04:00,0.02645437513580427
2019-10-20 20:00:00-04:00,0.01296836711312841
2019-10-21 20:00:00-04:00,0.11747907228115169
2019-10-22 20:00:00-04:00,0.09953763573821339
2019-10-23 20:00:00-04:00,0.05403978387208253
2019-10-24 20:00:00-04:00,0.011558579505924234
2019-10-27 20:00:00-04:00,-0.0364354648829062
2019-10-28 20:00:00-04:00,-0.03673114725053468
2019-10-29 20:00:00-04:00,0.03382613693741608
2019-10-30 20:00:00-04:00,0.023207347393367692
2019-10-31 20:00:00-04:00,-0.043550939902122075
2019-11-03 19:00:00-05:00,-0.044720134632214366
2019-11-04 19:00:00-05:00,-0.022951808190075793
2019-11-05 19:00:00-05:00,0.014209251938109397
2019-11-06 19:00:00-05:00,0.09390598510020692
2019-11-07 19:00:00-05:00,0.08995254932910124
2019-11-10 19:00:00-05:00,0.02851621519261678
2019-11-11 19:00:00-05:00,-0.011861624564365184
2019-11-12 19:00:00-05:00,-0.02873929941583029
2019-11-13 19:00:00-05:00,-0.028450525840339223
2019-11-14 19:00:00-05:00,-0.022001950920701303
2019-11-17 19:00:00-05:00,-0.007005601424636128
2019-11-18 19:00:00-05:00,0.020792965718494913
2019-11-19 19:00:00-05:00,0.031589059630023536
2019-11-20 19:00:00-05:00,0.05133794765380886
2019-11-21 19:00:00-05:00,0.02642396932967151
2019-11-24 19:00:00-05:00,0.10535136196046005
2019-11-25 19:00:00-05:00,-0.013497736431004615
2019-11-26 19:00:00-05:00,0.01469359879719197
2019-11-28 19:00:00-05:00,0.003069173879390481
2019-12-01 19:00:00-05:00,0.0183023964247619
2019-12-02 19:00:00-05:00,0.10694677437151616
2019-12-03 19:00:00-05:00,0.006389592702191882
2019-12-04 19:00:00-05:00,0.08977465486450736
2019-12-05 19:00:00-05:00,-0.03409357121981517
2019-12-08 19:00:00-05:00,-0.0058212033005236785
2019-12-09 19:00:00-05:00,-0.006595937598094675
2019-12-10 19:00:00-05:00,-0.009060913568902254
2019-12-11 19:00:00-05:00,0.06905339260850588
2019-12-12 19:00:00-05:00,0.008383304312594368
2019-12-15 19:00:00-05:00,-0.05718484911173734
2019-12-16 19:00:00-05:00,-0.04482658997185644
2019-12-17 19:00:00-05:00,-0.04873509603746984
2019-12-18 19:00:00-05:00,-0.018207306467871567
2019-12-19 19:00:00-05:00,0.0017664035063656024
2019-12-22 19:00:00-05:00,0.10854014647828038
2019-12-23 19:00:00-05:00,-0.0066766957807466425
2019-12-25 19:00:00-05:00,0.007144564256127493
2019-12-26 19:00:00-05:00,0.01281341252676838
2019-12-29 19:00:00-05:00,-0.005664115949814431
2019-12-30 19:00:00-05:00,-0.007331595389962605
2020-01-01 19:00:00-05:00,-0.09154570295655304
2020-01-02 19:00:00-05:00,-0.11857098379422525
2020-01-05 19:00:00-05:00,-0.1039576526960389
2020-01-06 19:00:00-05:00,-0.036183906807965543
2020-01-07 19:00:00-05:00,-0.008951910303134688
2020-01-08 19:00:00-05:00,0.018229912389113895
2020-01-09 19:00:00-05:00,0.016853515915912116
2020-01-12 19:00:00-05:00,-0.036354120527977284
2020-01-13 19:00:00-05:00,-0.0627003630984005
2020-01-14 19:00:00-05:00,-0.05994121050064333
2020-01-15 19:00:00-05:00,-0.104786628218703
2020-01-16 19:00:00-05:00,-0.10780190597548286
2020-01-20 19:00:00-05:00,-0.15527483296541073
2020-01-21 19:00:00-05:00,-0.15905186694179435
2020-01-22 19:00:00-05:00,-0.16156312044628743
2020-01-23 19:00:00-05:00,-0.1624395989482086
2020-01-26 19:00:00-05:00,-0.11620826834521074
2020-01-27 19:00:00-05:00,-0.07505772548268846
2020-01-28 19:00:00-05:00,0.1076968040553053
2020-01-29 19:00:00-05:00,0.05873587140675072
2020-01-30 19:00:00-05:00,0.05202667834805051
2020-02-02 19:00:00-05:00,0.05753497091008643
2020-02-03 19:00:00-05:00,0.08510376782878651
2020-02-04 19:00:00-05:00,-0.02186480679383376
2020-02-05 19:00:00-05:00,-0.025478376013906123
2020-02-06 19:00:00-05:00,-0.02923125650539233
2020-02-09 19:00:00-05:00,-0.0037077547320791453
2020-02-10 19:00:00-05:00,-0.021696451510913983
2020-02-11 19:00:00-05:00,-0.031644057341667385
2020-02-12 19:00:00-05:00,-0.005579883710621803
2020-02-13 19:00:00-05:00,-0.040707672940449045
2020-02-17 19:00:00-05:00,-0.05622111232688025
2020-02-18 19:00:00-05:00,-0.011470657842801591
2020-02-19 19:00:00-05:00,-0.03118475997358406
2020-02-20 19:00:00-05:00,-0.01403149997234239
2020-02-23 19:00:00-05:00,-0.022970840090247805
2020-02-24 19:00:00-05:00,-0.052687917672034276
2020-02-25 19:00:00-05:00,-0.04747781911714946
2020-02-26 19:00:00-05:00,-0.11558956560560929
2020-02-27 19:00:00-05:00,-0.11972046917920653
2020-03-01 19:00:00-05:00,-0.09839057205944866
2020-03-02 19:00:00-05:00,-0.07575330503945672
2020-03-03 19:00:00-05:00,-0.06191628416180524
2020-03-04 19:00:00-05:00,-0.09341911633906673
2020-03-05 19:00:00-05:00,-0.11567316630000406
2020-03-08 20:00:00-04:00,-0.09373707169291078
2020-03-09 20:00:00-04:00,-0.1093211356738961
2020-03-10 20:00:00-04:00,-0.09200826605666085
2020-03-11 20:00:00-04:00,-0.054476465415222775
2020-03-12 20:00:00-04:00,-0.04578818577164935
2020-03-15 20:00:00-04:00,0.026173489000747483
2020-03-16 20:00:00-04:00,0.14944824581510713
2020-03-17 20:00:00-04:00,0.15196132841106685
2020-03-18 20:00:00-04:00,0.10188914549485695
2020-03-19 20:00:00-04:00,0.09563691849975144
2020-03-22 20:00:00-04:00,-0.03618311370619292
2020-03-23 20:00:00-04:00,-0.06319875876164108
2020-03-24 20:00:00-04:00,-0.08720902283805179
2020-03-25 20:00:00-04:00,-0.13088347908610398
2020-03-26 20:00:00-04:00,-0.11284922334830902
2020-03-29 20:00:00-04:00,-0.04076098243957287
2020-03-30 20:00:00-04:00,0.046412067113356506
2020-03-31 20:00:00-04:00,0.20341848867046697
2020-04-01 20:00:00-04:00,0.2371725313896262
2020-04-02 20:00:00-04:00,0.271324567482675
2020-04-05 20:00:00-04:00,0.18178587320534936
2020-04-06 20:00:00-04:00,0.01799966640594264
2020-04-07 20:00:00-04:00,-0.08589665148906804
2020-04-08 20:00:00-04:00,0.03468132547422681
2020-04-12 20:00:00-04:00,-0.07375509933041621
2020-04-13 20:00:00-04:00,-0.05587448140785209
2020-04-14 20:00:00-04:00,-0.049278452332398616
2020-04-15 20:00:00-04:00,0.05330080824546352
2020-04-16 20:00:00-04:00,-0.09273236704908736
2020-04-19 20:00:00-04:00,0.03912873289677295
2020-04-20 20:00:00-04:00,0.032323045359951674
2020-04-21 20:00:00-04:00,0.09367144715670579
2020-04-22 20:00:00-04:00,-0.07468241969916443
2020-04-23 20:00:00-04:00,-0.025734012149709495
2020-04-26 20:00:00-04:00,-0.041742069113680925
2020-04-27 20:00:00-04:00,0.13110983250747496
2020-04-28 20:00:00-04:00,0.36300222693890694
2020-04-29 20:00:00-04:00,0.16677423987642714
2020-04-30 20:00:00-04:00,-0.06883797873372421
2020-05-03 20:00:00-04:00,0.014717415051164601
2020-05-04 20:00:00-04:00,-0.10512257474851285
2020-05-05 20:00:00-04:00,-0.06454817785774983
2020-05-06 20:00:00-04:00,-0.006520830644583116
2020-05-07 20:00:00-04:00,0.04172203198097035
2020-05-10 20:00:00-04:00,-0.02753183462243887
2020-05-11 20:00:00-04:00,-0.041374162011148324
2020-05-12 20:00:00-04:00,0.06351678231648801
2020-05-13 20:00:00-04:00,0.03928875007522858
2020-05-14 20:00:00-04:00,0.09340069648652465
2020-05-17 20:00:00-04:00,-0.18453234608391908
2020-05-18 20:00:00-04:00,-0.14062089858798554
2020-05-19 20:00:00-04:00,-0.01604272978094475
2020-05-20 20:00:00-04:00,0.09983635798204266
2020-05-21 20:00:00-04:00,-0.0362088350120868
