Date,Open,High,Low,Close,Volume
2022-04-05 20:00:00-04:00,142.64,144.56,142.34,142.84,1944700
2022-04-06 20:00:00-04:00,143.16,143.71,138.83,141.69,1762500
2022-04-07 20:00:00-04:00,142.60,144.62,141.51,143.33,1348900
2022-04-10 20:00:00-04:00,143.47,147.21,142.43,143.73,1646900
2022-04-11 20:00:00-04:00,143.46,144.84,139.78,141.05,1636400
2022-04-12 20:00:00-04:00,139.65,141.62,139.10,140.37,1403100
2022-04-13 20:00:00-04:00,140.10,141.76,139.26,140.24,1303300
2022-04-17 20:00:00-04:00,139.53,141.02,139.20,139.89,954000
2022-04-18 20:00:00-04:00,141.32,143.05,140.07,142.42,2305500
2022-04-19 20:00:00-04:00,144.14,159.95,141.78,154.99,4121300
2022-04-20 20:00:00-04:00,158.94,161.98,156.04,156.26,2361900
2022-04-21 20:00:00-04:00,156.12,156.22,151.35,151.54,1316200
2022-04-24 20:00:00-04:00,150.07,153.48,147.67,152.93,1537900
2022-04-25 20:00:00-04:00,150.14,153.02,148.57,148.72,1274300
2022-04-26 20:00:00-04:00,149.23,151.88,147.85,150.52,1124200
2022-04-27 20:00:00-04:00,151.11,152.49,147.85,150.57,988000
2022-04-28 20:00:00-04:00,150.09,151.09,146.06,146.47,1088300
2022-05-01 20:00:00-04:00,147.88,149.01,144.64,147.86,1067500
2022-05-02 20:00:00-04:00,149.39,150.65,148.22,149.62,793900
2022-05-03 20:00:00-04:00,149.23,155.57,148.42,154.77,1451000
2022-05-04 20:00:00-04:00,152.77,152.77,148.37,151.30,1270500
2022-05-05 20:00:00-04:00,151.00,151.42,147.44,149.84,1235500
2022-05-08 20:00:00-04:00,147.70,149.98,146.78,147.69,1315100
2022-05-09 20:00:00-04:00,148.31,149.30,141.98,145.75,1355500
2022-05-10 20:00:00-04:00,145.66,150.14,144.45,144.63,1226700
2022-05-11 20:00:00-04:00,144.51,146.56,142.61,145.67,1265300
2022-05-12 20:00:00-04:00,147.46,149.19,146.08,146.41,1032600
2022-05-15 20:00:00-04:00,146.40,146.53,143.64,144.03,1039400
2022-05-16 20:00:00-04:00,147.18,150.07,146.32,150.07,1334000
2022-05-17 20:00:00-04:00,148.26,149.39,144.86,145.64,1046900
2022-05-18 20:00:00-04:00,143.20,145.93,141.83,143.17,1195100
2022-05-19 20:00:00-04:00,143.95,145.41,140.11,143.03,1143500
2022-05-22 20:00:00-04:00,145.31,149.36,145.31,147.92,1172400
2022-05-23 20:00:00-04:00,147.87,149.17,145.13,148.59,830700
2022-05-24 20:00:00-04:00,148.40,153.22,148.10,152.64,1075900
2022-05-25 20:00:00-04:00,154.16,157.26,154.16,156.23,887500
2022-05-26 20:00:00-04:00,156.42,159.09,156.42,158.91,971000
2022-05-30 20:00:00-04:00,156.16,160.26,155.83,159.24,2185700
2022-05-31 20:00:00-04:00,159.72,159.72,154.39,157.31,1487400
2022-06-01 20:00:00-04:00,156.77,159.69,155.60,159.60,980300
2022-06-02 20:00:00-04:00,158.81,159.30,157.14,157.47,779900
2022-06-05 20:00:00-04:00,158.38,160.85,157.26,157.37,784500
2022-06-06 20:00:00-04:00,156.25,160.06,155.73,159.80,946900
2022-06-07 20:00:00-04:00,158.16,158.53,156.70,157.40,1129100
2022-06-08 20:00:00-04:00,157.43,157.65,151.44,151.62,987300
2022-06-09 20:00:00-04:00,147.49,149.47,146.65,146.74,1175000
2022-06-12 20:00:00-04:00,142.81,146.77,142.43,143.68,1078500
2022-06-13 20:00:00-04:00,144.61,147.69,144.25,145.90,979000
2022-06-14 20:00:00-04:00,147.45,148.73,144.71,146.43,882700
2022-06-15 20:00:00-04:00,143.94,143.94,140.87,142.13,1097000
2022-06-16 20:00:00-04:00,144.93,146.69,143.00,143.64,3022500
2022-06-20 20:00:00-04:00,146.99,147.80,145.13,146.22,728800
2022-06-21 20:00:00-04:00,143.91,147.01,143.71,145.74,875400
2022-06-22 20:00:00-04:00,145.11,145.28,138.76,141.25,1134000
2022-06-23 20:00:00-04:00,141.13,148.34,140.88,147.44,1598000
2022-06-26 20:00:00-04:00,147.74,148.27,144.42,145.48,947100
2022-06-27 20:00:00-04:00,147.63,148.76,144.14,144.33,757600
2022-06-28 20:00:00-04:00,145.43,145.43,143.16,143.63,624700
2022-06-29 20:00:00-04:00,140.37,142.84,138.20,141.03,1130700
2022-06-30 20:00:00-04:00,140.36,142.22,136.98,141.31,1077200
2022-07-04 20:00:00-04:00,138.37,140.37,136.07,140.36,895100
2022-07-05 20:00:00-04:00,139.00,139.93,136.70,138.97,1588500
2022-07-06 20:00:00-04:00,140.80,142.37,140.35,140.55,778700
2022-07-07 20:00:00-04:00,141.81,141.88,138.71,140.61,862800
2022-07-10 20:00:00-04:00,139.14,140.98,138.63,140.41,1084300
2022-07-11 20:00:00-04:00,137.73,141.47,137.73,139.70,757700
2022-07-12 20:00:00-04:00,138.53,139.43,134.99,136.37,1004400
2022-07-13 20:00:00-04:00,133.16,133.68,131.66,133.23,679800
2022-07-14 20:00:00-04:00,135.34,138.92,134.38,138.22,803200
2022-07-17 20:00:00-04:00,140.50,143.29,138.98,139.77,882500
2022-07-18 20:00:00-04:00,142.69,146.46,141.88,145.74,1392400
2022-07-19 20:00:00-04:00,141.41,150.65,140.75,146.47,2437700
2022-07-20 20:00:00-04:00,146.50,149.93,144.67,149.73,1547800
2022-07-21 20:00:00-04:00,149.53,150.77,148.04,149.50,1216400
2022-07-24 20:00:00-04:00,151.45,153.37,150.28,152.58,1081500
2022-07-25 20:00:00-04:00,152.16,152.73,149.87,150.24,786700
2022-07-26 20:00:00-04:00,151.14,154.27,150.54,153.05,799300
2022-07-27 20:00:00-04:00,152.91,154.04,151.40,153.86,758000
2022-07-28 20:00:00-04:00,154.84,157.57,153.47,157.01,1750300
2022-07-31 20:00:00-04:00,156.29,156.92,154.50,155.81,1154600
2022-08-01 20:00:00-04:00,155.73,155.81,153.43,153.79,958900
2022-08-02 20:00:00-04:00,155.06,156.97,154.31,156.18,743700
2022-08-03 20:00:00-04:00,155.49,156.19,154.75,155.23,714000
2022-08-04 20:00:00-04:00,155.05,158.39,154.93,158.18,736900
2022-08-07 20:00:00-04:00,158.38,159.23,157.65,158.61,713100
2022-08-08 20:00:00-04:00,159.26,159.80,157.90,159.19,654200
2022-08-09 20:00:00-04:00,161.03,163.87,160.75,163.53,1217600
2022-08-10 20:00:00-04:00,164.69,166.72,164.51,165.34,1085800
2022-08-11 20:00:00-04:00,165.90,168.01,165.08,167.95,631300
2022-08-14 20:00:00-04:00,166.17,168.99,166.03,168.33,779000
2022-08-15 20:00:00-04:00,168.10,171.14,167.23,169.36,770600
2022-08-16 20:00:00-04:00,167.00,169.16,166.33,168.75,888900
2022-08-17 20:00:00-04:00,168.67,169.59,167.62,169.16,708600
2022-08-18 20:00:00-04:00,168.02,168.33,166.51,167.07,802900
2022-08-21 20:00:00-04:00,164.47,164.64,162.61,162.87,729300
2022-08-22 20:00:00-04:00,163.31,164.64,162.59,163.07,687200
2022-08-23 20:00:00-04:00,162.61,163.92,161.98,163.10,526000
2022-08-24 20:00:00-04:00,163.71,166.18,163.26,166.10,551400
